wavelength,flux,e_flux
6734.205007,1.17593487e-16,1.17593487e-16
6730.987946,1.136084168e-16,1.136084168e-16
6727.771151,1.182703969e-16,1.182703969e-16
6724.554623,1.20302818e-16,1.20302818e-16
6721.33836,1.135082245e-16,1.135082245e-16
6718.122363,1.318330171e-16,1.318330171e-16
6714.906632,1.313541009e-16,1.313541009e-16
6711.691167,1.04754167e-16,1.04754167e-16
6708.475967,1.139333886e-16,1.139333886e-16
6705.261033,1.08943325e-16,1.08943325e-16
6702.046366,1.313613352e-16,1.313613352e-16
6698.831963,1.429179307e-16,1.429179307e-16
6695.617827,1.278191879e-16,1.278191879e-16
6692.403957,1.302351562e-16,1.302351562e-16
6689.190352,1.224457832e-16,1.224457832e-16
6685.977013,1.380573316e-16,1.380573316e-16
6682.76394,1.230277404e-16,1.230277404e-16
6679.551133,1.246936345e-16,1.246936345e-16
6676.338592,1.173375916e-16,1.173375916e-16
6673.126316,1.258901353e-16,1.258901353e-16
6669.914307,1.268849568e-16,1.268849568e-16
6666.702563,1.206443638e-16,1.206443638e-16
6663.491086,1.29874237e-16,1.29874237e-16
6660.279874,1.359585389e-16,1.359585389e-16
6657.068928,1.221701687e-16,1.221701687e-16
6653.858248,1.459528751e-16,1.459528751e-16
6650.647834,1.275940431e-16,1.275940431e-16
6647.437687,1.212159707e-16,1.212159707e-16
6644.227805,1.355675781e-16,1.355675781e-16
6641.01819,1.263682514e-16,1.263682514e-16
6637.808841,1.367877348e-16,1.367877348e-16
6634.599758,1.2720976e-16,1.2720976e-16
6631.390941,1.277220774e-16,1.277220774e-16
6628.182391,1.362291876e-16,1.362291876e-16
6624.974107,1.268133107e-16,1.268133107e-16
6621.766089,1.331588756e-16,1.331588756e-16
6618.558338,1.365986321e-16,1.365986321e-16
6615.350854,1.385288261e-16,1.385288261e-16
6612.143636,1.349740468e-16,1.349740468e-16
6608.936685,1.453052053e-16,1.453052053e-16
6605.73,1.426906598e-16,1.426906598e-16
6602.523582,1.377793807e-16,1.377793807e-16
6599.317432,1.338893408e-16,1.338893408e-16
6596.111548,1.343599865e-16,1.343599865e-16
6592.905931,1.303396265e-16,1.303396265e-16
6589.700581,1.328874491e-16,1.328874491e-16
6586.495499,1.307112347e-16,1.307112347e-16
6583.290683,1.299445657e-16,1.299445657e-16
6580.086135,1.380925091e-16,1.380925091e-16
6576.881855,1.382216742e-16,1.382216742e-16
6573.677842,1.444961757e-16,1.444961757e-16
6570.474096,1.365376569e-16,1.365376569e-16
6567.270619,1.430399129e-16,1.430399129e-16
6564.067409,1.286757095e-16,1.286757095e-16
6560.864466,1.343544021e-16,1.343544021e-16
6557.661792,1.396673318e-16,1.396673318e-16
6554.459386,1.390201582e-16,1.390201582e-16
6551.257249,1.274991059e-16,1.274991059e-16
6548.055379,1.329711591e-16,1.329711591e-16
6544.853778,1.393171938e-16,1.393171938e-16
6541.652445,1.411179626e-16,1.411179626e-16
6538.451381,1.479073326e-16,1.479073326e-16
6535.250586,1.412406937e-16,1.412406937e-16
6532.05006,1.392141559e-16,1.392141559e-16
6528.849802,1.388835522e-16,1.388835522e-16
6525.649814,1.375330755e-16,1.375330755e-16
6522.450095,1.382837457e-16,1.382837457e-16
6519.250646,1.338057634e-16,1.338057634e-16
6516.051465,1.353237949e-16,1.353237949e-16
6512.852555,1.425858548e-16,1.425858548e-16
6509.653914,1.338011953e-16,1.338011953e-16
6506.455543,1.387613262e-16,1.387613262e-16
6503.257442,1.351487769e-16,1.351487769e-16
6500.059612,1.445226105e-16,1.445226105e-16
6496.862051,1.368131124e-16,1.368131124e-16
6493.664761,1.43238117e-16,1.43238117e-16
6490.467742,1.332295217e-16,1.332295217e-16
6487.270994,1.455284037e-16,1.455284037e-16
6484.074516,1.529629656e-16,1.529629656e-16
6480.87831,1.527963145e-16,1.527963145e-16
6477.682374,1.344097281e-16,1.344097281e-16
6474.48671,1.372860124e-16,1.372860124e-16
6471.291318,1.475519052e-16,1.475519052e-16
6468.096197,1.389023968e-16,1.389023968e-16
6464.901349,1.36262133e-16,1.36262133e-16
6461.706772,1.464229188e-16,1.464229188e-16
6458.512468,1.426932709e-16,1.426932709e-16
6455.318436,1.338008581e-16,1.338008581e-16
6452.124676,1.381265915e-16,1.381265915e-16
6448.931189,1.358959424e-16,1.358959424e-16
6445.737976,1.234489825e-16,1.234489825e-16
6442.545035,1.291353565e-16,1.291353565e-16
6439.352368,1.384015184e-16,1.384015184e-16
6436.159974,1.429207228e-16,1.429207228e-16
6432.967854,1.365127675e-16,1.365127675e-16
6429.776007,1.294220454e-16,1.294220454e-16
6426.584435,1.16851661e-16,1.16851661e-16
6423.393137,1.274277002e-16,1.274277002e-16
6420.202114,1.312943088e-16,1.312943088e-16
6417.011365,1.212448647e-16,1.212448647e-16
6413.820891,1.106983817e-16,1.106983817e-16
6410.630692,1.218799401e-16,1.218799401e-16
6407.440769,1.240289827e-16,1.240289827e-16
6404.251121,1.100907006e-16,1.100907006e-16
6401.061748,1.133150795e-16,1.133150795e-16
6397.872652,1.020219098e-16,1.020219098e-16
6394.683832,1.093325437e-16,1.093325437e-16
6391.495288,1.095000627e-16,1.095000627e-16
6388.30702,1.005376087e-16,1.005376087e-16
6385.11903,1.04251013e-16,1.04251013e-16
6381.931316,1.028638288e-16,1.028638288e-16
6378.74388,9.899700969e-17,9.899700969e-17
6375.556722,1.033746384e-16,1.033746384e-16
6372.369841,9.775244026e-17,9.775244026e-17
6369.183238,9.959613723e-17,9.959613723e-17
6365.996913,8.650600121e-17,8.650600121e-17
6362.810867,9.614035189e-17,9.614035189e-17
6359.625099,7.406679671e-17,7.406679671e-17
6356.439611,8.77036062e-17,8.77036062e-17
6353.254401,8.779817618e-17,8.779817618e-17
6350.069472,9.442879003e-17,9.442879003e-17
6346.884821,8.609713117e-17,8.609713117e-17
6343.700451,8.814034919e-17,8.814034919e-17
6340.516361,8.880413821e-17,8.880413821e-17
6337.332551,7.354337752e-17,7.354337752e-17
6334.149023,7.8237116e-17,7.8237116e-17
6330.965775,8.183847828e-17,8.183847828e-17
6327.782808,7.269635927e-17,7.269635927e-17
6324.600123,7.991008565e-17,7.991008565e-17
6321.41772,8.836088996e-17,8.836088996e-17
6318.235599,8.007033456e-17,8.007033456e-17
6315.05376,8.098613885e-17,8.098613885e-17
6311.872204,8.224786761e-17,8.224786761e-17
6308.690931,7.185971875e-17,7.185971875e-17
6305.509941,7.900626686e-17,7.900626686e-17
6302.329235,7.49575722e-17,7.49575722e-17
6299.148812,7.20754008e-17,7.20754008e-17
6295.968673,7.956450812e-17,7.956450812e-17
6292.788819,6.19486238e-17,6.19486238e-17
6289.609249,5.907345052e-17,5.907345052e-17
6286.429965,7.621559026e-17,7.621559026e-17
6283.250965,8.307551625e-17,8.307551625e-17
6280.072252,6.477295322e-17,6.477295322e-17
6276.893824,7.6764448e-17,7.6764448e-17
6273.715682,7.736158583e-17,7.736158583e-17
6270.537827,7.833783819e-17,7.833783819e-17
6267.360258,7.215622721e-17,7.215622721e-17
6264.182977,8.082458109e-17,8.082458109e-17
6261.005983,8.475371241e-17,8.475371241e-17
6257.829276,8.44243755e-17,8.44243755e-17
6254.652858,8.835816388e-17,8.835816388e-17
6251.476728,7.837692666e-17,7.837692666e-17
6248.300887,8.602729431e-17,8.602729431e-17
6245.125335,8.651257594e-17,8.651257594e-17
6241.950072,8.847133804e-17,8.847133804e-17
6238.775099,9.272507511e-17,9.272507511e-17
6235.600416,9.59323757e-17,9.59323757e-17
6232.426024,1.008592654e-16,1.008592654e-16
6229.251922,1.085648513e-16,1.085648513e-16
6226.078111,9.83961419e-17,9.83961419e-17
6222.904592,9.874811864e-17,9.874811864e-17
6219.731364,9.805246e-17,9.805246e-17
6216.558428,9.702266229e-17,9.702266229e-17
6213.385785,1.128692782e-16,1.128692782e-16
6210.213435,1.126240762e-16,1.126240762e-16
6207.041377,1.260098847e-16,1.260098847e-16
6203.869614,1.069615893e-16,1.069615893e-16
6200.698144,1.105002432e-16,1.105002432e-16
6197.526968,1.175124593e-16,1.175124593e-16
6194.356087,1.206601616e-16,1.206601616e-16
6191.185501,1.092427384e-16,1.092427384e-16
6188.01521,1.078053045e-16,1.078053045e-16
6184.845215,1.326706517e-16,1.326706517e-16
6181.675516,1.349600834e-16,1.349600834e-16
6178.506114,1.387299697e-16,1.387299697e-16
6175.337008,1.342113119e-16,1.342113119e-16
6172.168199,1.351163407e-16,1.351163407e-16
6168.999688,1.388100802e-16,1.388100802e-16
6165.831475,1.47691957e-16,1.47691957e-16
6162.663561,1.432836337e-16,1.432836337e-16
6159.495945,1.401574158e-16,1.401574158e-16
6156.328629,1.468016862e-16,1.468016862e-16
6153.161611,1.471923538e-16,1.471923538e-16
6149.994894,1.372965425e-16,1.372965425e-16
6146.828478,1.550711202e-16,1.550711202e-16
6143.662361,1.627427763e-16,1.627427763e-16
6140.496547,1.486153806e-16,1.486153806e-16
6137.331033,1.751312545e-16,1.751312545e-16
6134.165822,1.612925029e-16,1.612925029e-16
6131.000913,1.604256234e-16,1.604256234e-16
6127.836307,1.67969339e-16,1.67969339e-16
6124.672004,1.593367425e-16,1.593367425e-16
6121.508004,1.770596038e-16,1.770596038e-16
6118.344309,1.780804351e-16,1.780804351e-16
6115.180918,1.736557205e-16,1.736557205e-16
6112.017832,1.735542449e-16,1.735542449e-16
6108.855052,1.907219733e-16,1.907219733e-16
6105.692577,1.881416783e-16,1.881416783e-16
6102.530408,1.836445138e-16,1.836445138e-16
6099.368546,1.928217912e-16,1.928217912e-16
6096.206991,1.910807874e-16,1.910807874e-16
6093.045744,1.973348953e-16,1.973348953e-16
6089.884804,1.923967086e-16,1.923967086e-16
6086.724173,2.060766296e-16,2.060766296e-16
6083.563851,1.944749746e-16,1.944749746e-16
6080.403838,1.931853115e-16,1.931853115e-16
6077.244134,1.991525461e-16,1.991525461e-16
6074.084741,2.072777242e-16,2.072777242e-16
6070.925659,2.094084362e-16,2.094084362e-16
6067.766887,1.936657616e-16,1.936657616e-16
6064.608427,1.972088846e-16,1.972088846e-16
6061.45028,1.939772728e-16,1.939772728e-16
6058.292444,2.011983283e-16,2.011983283e-16
6055.134922,2.010039899e-16,2.010039899e-16
6051.977713,1.871735538e-16,1.871735538e-16
6048.820818,2.028099354e-16,2.028099354e-16
6045.664237,2.031994117e-16,2.031994117e-16
6042.507971,1.929861595e-16,1.929861595e-16
6039.352021,2.069130335e-16,2.069130335e-16
6036.196386,2.033078321e-16,2.033078321e-16
6033.041068,2.125968404e-16,2.125968404e-16
6029.886066,1.880621643e-16,1.880621643e-16
6026.731382,2.106686492e-16,2.106686492e-16
6023.577015,1.95864722e-16,1.95864722e-16
6020.422967,1.942598574e-16,1.942598574e-16
6017.269237,1.924756912e-16,1.924756912e-16
6014.115826,2.110939013e-16,2.110939013e-16
6010.962736,2.252679543e-16,2.252679543e-16
6007.809965,1.952269243e-16,1.952269243e-16
6004.657516,2.011091555e-16,2.011091555e-16
6001.505387,1.879645657e-16,1.879645657e-16
5998.35358,1.965710567e-16,1.965710567e-16
5995.202096,2.085626589e-16,2.085626589e-16
5992.050934,1.989403897e-16,1.989403897e-16
5988.900096,1.949365782e-16,1.949365782e-16
5985.749582,1.937940679e-16,1.937940679e-16
5982.599391,1.966475968e-16,1.966475968e-16
5979.449526,2.078124918e-16,2.078124918e-16
5976.299986,2.019227861e-16,2.019227861e-16
5973.150772,1.869659626e-16,1.869659626e-16
5970.001885,1.971489948e-16,1.971489948e-16
5966.853324,2.099351815e-16,2.099351815e-16
5963.705091,2.050693358e-16,2.050693358e-16
5960.557186,2.147005638e-16,2.147005638e-16
5957.40961,1.985785694e-16,1.985785694e-16
5954.262362,2.016940029e-16,2.016940029e-16
5951.115445,1.996338617e-16,1.996338617e-16
5947.968857,2.010881842e-16,2.010881842e-16
5944.822601,2.058021555e-16,2.058021555e-16
5941.676676,2.21188697e-16,2.21188697e-16
5938.531082,2.447972067e-16,2.447972067e-16
5935.385821,2.207328478e-16,2.207328478e-16
5932.240893,2.254958779e-16,2.254958779e-16
5929.096299,2.060734453e-16,2.060734453e-16
5925.952039,2.254844646e-16,2.254844646e-16
5922.808113,2.101219339e-16,2.101219339e-16
5919.664523,2.286662781e-16,2.286662781e-16
5916.521268,2.24381233e-16,2.24381233e-16
5913.37835,2.197956656e-16,2.197956656e-16
5910.235769,2.23406245e-16,2.23406245e-16
5907.093525,2.309066751e-16,2.309066751e-16
5903.951619,2.118775973e-16,2.118775973e-16
5900.810053,2.189068911e-16,2.189068911e-16
5897.668825,2.414268694e-16,2.414268694e-16
5894.527937,2.267344389e-16,2.267344389e-16
5891.38739,2.307987037e-16,2.307987037e-16
5888.247184,2.468078627e-16,2.468078627e-16
5885.107319,2.523726099e-16,2.523726099e-16
5881.967797,2.593274833e-16,2.593274833e-16
5878.828618,2.470937634e-16,2.470937634e-16
5875.689782,2.66105505e-16,2.66105505e-16
5872.551289,2.590042305e-16,2.590042305e-16
5869.413142,2.446820647e-16,2.446820647e-16
5866.27534,2.559398589e-16,2.559398589e-16
5863.137884,2.462643658e-16,2.462643658e-16
5860.000774,2.646736349e-16,2.646736349e-16
5856.864011,2.587273361e-16,2.587273361e-16
5853.727596,2.52304587e-16,2.52304587e-16
5850.591529,2.533426205e-16,2.533426205e-16
5847.455812,2.6259935e-16,2.6259935e-16
5844.320443,2.669602845e-16,2.669602845e-16
5841.185425,2.603311077e-16,2.603311077e-16
5838.050758,2.381895737e-16,2.381895737e-16
5834.916443,2.668095516e-16,2.668095516e-16
5831.782479,2.579875708e-16,2.579875708e-16
5828.648868,2.687085795e-16,2.687085795e-16
5825.51561,2.621434544e-16,2.621434544e-16
5822.382707,2.522178673e-16,2.522178673e-16
5819.250158,2.767510559e-16,2.767510559e-16
5816.117964,2.668593242e-16,2.668593242e-16
5812.986126,2.540109623e-16,2.540109623e-16
5809.854645,2.546736125e-16,2.546736125e-16
5806.723521,2.598469753e-16,2.598469753e-16
5803.592755,2.612907922e-16,2.612907922e-16
5800.462347,2.88883187e-16,2.88883187e-16
5797.332299,2.63364981e-16,2.63364981e-16
5794.20261,2.435311479e-16,2.435311479e-16
5791.073282,2.58570535e-16,2.58570535e-16
5787.944315,2.513910092e-16,2.513910092e-16
5784.81571,2.619396957e-16,2.619396957e-16
5781.687467,2.768431903e-16,2.768431903e-16
5778.559588,2.730246313e-16,2.730246313e-16
5775.432073,2.671738679e-16,2.671738679e-16
5772.304922,2.557525704e-16,2.557525704e-16
5769.178136,2.867325982e-16,2.867325982e-16
5766.051716,2.603349644e-16,2.603349644e-16
5762.925663,2.69304208e-16,2.69304208e-16
5759.799977,2.740133252e-16,2.740133252e-16
5756.674659,2.739237638e-16,2.739237638e-16
5753.549709,2.523744182e-16,2.523744182e-16
5750.425129,2.511804287e-16,2.511804287e-16
5747.300919,2.572313923e-16,2.572313923e-16
5744.17708,2.564931544e-16,2.564931544e-16
5741.053612,2.618401414e-16,2.618401414e-16
5737.930516,2.641952915e-16,2.641952915e-16
5734.807793,2.778898492e-16,2.778898492e-16
5731.685444,2.52146784e-16,2.52146784e-16
5728.563469,2.66622511e-16,2.66622511e-16
5725.441869,2.722307635e-16,2.722307635e-16
5722.320644,2.566563862e-16,2.566563862e-16
5719.199796,2.867831111e-16,2.867831111e-16
5716.079325,2.651328807e-16,2.651328807e-16
5712.959232,2.837791183e-16,2.837791183e-16
5709.839518,2.689336916e-16,2.689336916e-16
5706.720183,2.683588427e-16,2.683588427e-16
5703.601227,2.764448597e-16,2.764448597e-16
5700.482653,2.53290042e-16,2.53290042e-16
5697.36446,2.499812167e-16,2.499812167e-16
5694.246649,2.586708966e-16,2.586708966e-16
5691.129221,2.672376388e-16,2.672376388e-16
5688.012177,2.454509572e-16,2.454509572e-16
5684.895517,2.633256869e-16,2.633256869e-16
5681.779243,2.532792161e-16,2.532792161e-16
5678.663354,2.404787708e-16,2.404787708e-16
5675.547852,2.478250337e-16,2.478250337e-16
5672.432737,2.52638955e-16,2.52638955e-16
5669.318011,2.198458597e-16,2.198458597e-16
5666.203674,2.205642834e-16,2.205642834e-16
5663.089726,2.277226027e-16,2.277226027e-16
5659.976168,2.343183393e-16,2.343183393e-16
5656.863002,2.254342979e-16,2.254342979e-16
5653.750228,2.497939166e-16,2.497939166e-16
5650.637847,2.429837762e-16,2.429837762e-16
5647.525859,2.310170697e-16,2.310170697e-16
5644.414265,2.453040918e-16,2.453040918e-16
5641.303067,2.168337549e-16,2.168337549e-16
5638.192264,2.219266883e-16,2.219266883e-16
5635.081858,2.180876569e-16,2.180876569e-16
5631.971849,2.284518351e-16,2.284518351e-16
5628.862239,2.3465303e-16,2.3465303e-16
5625.753027,2.373342158e-16,2.373342158e-16
5622.644215,2.377322973e-16,2.377322973e-16
5619.535804,2.237532415e-16,2.237532415e-16
5616.427794,2.415070349e-16,2.415070349e-16
5613.320186,2.337923101e-16,2.337923101e-16
5610.212981,2.34867482e-16,2.34867482e-16
5607.10618,2.376930124e-16,2.376930124e-16
5603.999784,2.28408651e-16,2.28408651e-16
5600.893793,2.433199078e-16,2.433199078e-16
5597.788207,2.314993793e-16,2.314993793e-16
5594.683029,2.221762789e-16,2.221762789e-16
5591.578259,2.346541025e-16,2.346541025e-16
5588.473897,2.458976899e-16,2.458976899e-16
5585.369945,2.29571446e-16,2.29571446e-16
5582.266403,2.407423409e-16,2.407423409e-16
5579.163271,2.700768599e-16,2.700768599e-16
5576.060552,2.402377654e-16,2.402377654e-16
5572.958246,2.719270424e-16,2.719270424e-16
5569.856352,2.611710992e-16,2.611710992e-16
5566.754874,2.731667249e-16,2.731667249e-16
5563.65381,2.592546441e-16,2.592546441e-16
5560.553163,2.860784954e-16,2.860784954e-16
5557.452932,2.773471681e-16,2.773471681e-16
5554.353119,2.86002377e-16,2.86002377e-16
5551.253724,2.697281756e-16,2.697281756e-16
5548.154749,2.575205653e-16,2.575205653e-16
5545.056194,2.614788746e-16,2.614788746e-16
5541.958061,2.782138764e-16,2.782138764e-16
5538.860349,2.77447173e-16,2.77447173e-16
5535.76306,2.89126768e-16,2.89126768e-16
5532.666194,2.814531369e-16,2.814531369e-16
5529.569753,2.82341108e-16,2.82341108e-16
5526.473738,2.755464377e-16,2.755464377e-16
5523.378148,3.026102853e-16,3.026102853e-16
5520.282986,2.879689796e-16,2.879689796e-16
5517.188251,2.69018879e-16,2.69018879e-16
5514.093946,2.792576366e-16,2.792576366e-16
5511.00007,2.817075844e-16,2.817075844e-16
5507.906624,2.872024503e-16,2.872024503e-16
5504.813611,2.951053037e-16,2.951053037e-16
5501.721029,2.657948043e-16,2.657948043e-16
5498.628881,2.731732561e-16,2.731732561e-16
5495.537166,2.580335759e-16,2.580335759e-16
5492.445887,2.786919792e-16,2.786919792e-16
5489.355043,2.789578889e-16,2.789578889e-16
5486.264637,2.914255897e-16,2.914255897e-16
5483.174668,2.75019123e-16,2.75019123e-16
5480.085137,2.834201591e-16,2.834201591e-16
5476.996046,2.737757707e-16,2.737757707e-16
5473.907395,2.801236459e-16,2.801236459e-16
5470.819186,2.978873102e-16,2.978873102e-16
5467.731418,2.837610428e-16,2.837610428e-16
5464.644094,2.677777121e-16,2.677777121e-16
5461.557213,2.655337083e-16,2.655337083e-16
5458.470778,2.798261473e-16,2.798261473e-16
5455.384788,2.70896098e-16,2.70896098e-16
5452.299245,2.705084841e-16,2.705084841e-16
5449.21415,2.875155023e-16,2.875155023e-16
5446.129503,2.848330084e-16,2.848330084e-16
5443.045305,2.950663585e-16,2.950663585e-16
5439.961558,2.899937284e-16,2.899937284e-16
5436.878263,2.795781162e-16,2.795781162e-16
5433.795419,2.817098792e-16,2.817098792e-16
5430.713029,3.12615043e-16,3.12615043e-16
5427.631093,3.376288655e-16,3.376288655e-16
5424.549612,3.119263273e-16,3.119263273e-16
5421.468587,3.03401043e-16,3.03401043e-16
5418.388018,3.236515583e-16,3.236515583e-16
5415.307908,3.403671543e-16,3.403671543e-16
5412.228257,3.196206949e-16,3.196206949e-16
5409.149065,3.407404598e-16,3.407404598e-16
5406.070334,3.526756351e-16,3.526756351e-16
5402.992065,3.43353376e-16,3.43353376e-16
5399.914258,3.518186343e-16,3.518186343e-16
5396.836915,3.475241966e-16,3.475241966e-16
5393.760037,3.612719902e-16,3.612719902e-16
5390.683624,3.73736372e-16,3.73736372e-16
5387.607677,3.53622734e-16,3.53622734e-16
5384.532198,3.917425396e-16,3.917425396e-16
5381.457187,3.836786832e-16,3.836786832e-16
5378.382646,3.757556588e-16,3.757556588e-16
5375.308575,3.852701552e-16,3.852701552e-16
5372.234976,4.012391691e-16,4.012391691e-16
5369.161848,3.992954194e-16,3.992954194e-16
5366.089195,3.800500065e-16,3.800500065e-16
5363.017015,4.13473265e-16,4.13473265e-16
5359.945311,4.148492563e-16,4.148492563e-16
5356.874083,3.884069527e-16,3.884069527e-16
5353.803332,4.056649532e-16,4.056649532e-16
5350.733059,4.041256195e-16,4.041256195e-16
5347.663266,4.148698182e-16,4.148698182e-16
5344.593953,4.096899103e-16,4.096899103e-16
5341.525121,4.16731165e-16,4.16731165e-16
5338.456771,4.1452535e-16,4.1452535e-16
5335.388905,4.018191043e-16,4.018191043e-16
5332.321523,3.97696079e-16,3.97696079e-16
5329.254626,4.060341765e-16,4.060341765e-16
5326.188215,4.200491271e-16,4.200491271e-16
5323.122292,3.946797951e-16,3.946797951e-16
5320.056857,4.231484406e-16,4.231484406e-16
5316.991912,4.330445582e-16,4.330445582e-16
5313.927456,4.311600197e-16,4.311600197e-16
5310.863492,4.373162604e-16,4.373162604e-16
5307.800021,4.345937662e-16,4.345937662e-16
5304.737043,4.353122468e-16,4.353122468e-16
5301.674559,4.326202196e-16,4.326202196e-16
5298.612571,4.372777874e-16,4.372777874e-16
5295.551079,4.452534211e-16,4.452534211e-16
5292.490085,4.415605585e-16,4.415605585e-16
5289.42959,4.640822903e-16,4.640822903e-16
5286.369594,4.604908139e-16,4.604908139e-16
5283.310099,4.347412342e-16,4.347412342e-16
5280.251105,4.603796724e-16,4.603796724e-16
5277.192615,4.345496948e-16,4.345496948e-16
5274.134628,4.33638271e-16,4.33638271e-16
5271.077146,4.42682139e-16,4.42682139e-16
5268.02017,4.531430677e-16,4.531430677e-16
5264.963701,4.466418027e-16,4.466418027e-16
5261.90774,4.392157458e-16,4.392157458e-16
5258.852289,4.566033875e-16,4.566033875e-16
5255.797347,4.54859555e-16,4.54859555e-16
5252.742917,4.571342441e-16,4.571342441e-16
5249.688999,4.500420336e-16,4.500420336e-16
5246.635594,4.578460828e-16,4.578460828e-16
5243.582704,4.394569479e-16,4.394569479e-16
5240.530329,4.37341433e-16,4.37341433e-16
5237.478471,4.37064433e-16,4.37064433e-16
5234.427131,4.406273182e-16,4.406273182e-16
5231.37631,4.615661609e-16,4.615661609e-16
5228.326008,4.147566702e-16,4.147566702e-16
5225.276228,4.364674927e-16,4.364674927e-16
5222.226969,4.435355863e-16,4.435355863e-16
5219.178234,4.525779666e-16,4.525779666e-16
5216.130023,4.204288305e-16,4.204288305e-16
5213.082337,4.144435307e-16,4.144435307e-16
5210.035178,4.364070586e-16,4.364070586e-16
5206.988546,4.272446113e-16,4.272446113e-16
5203.942443,4.261471292e-16,4.261471292e-16
5200.89687,4.155222884e-16,4.155222884e-16
5197.851827,4.311741321e-16,4.311741321e-16
5194.807317,4.260608386e-16,4.260608386e-16
5191.763339,4.152869264e-16,4.152869264e-16
5188.719896,4.126933852e-16,4.126933852e-16
5185.676988,4.337905858e-16,4.337905858e-16
5182.634617,4.458285931e-16,4.458285931e-16
5179.592783,4.114230269e-16,4.114230269e-16
5176.551488,4.312283614e-16,4.312283614e-16
5173.510733,4.045126302e-16,4.045126302e-16
5170.470519,4.134328308e-16,4.134328308e-16
5167.430847,4.220554209e-16,4.220554209e-16
5164.391718,4.141015484e-16,4.141015484e-16
5161.353133,4.242472669e-16,4.242472669e-16
5158.315094,4.198355847e-16,4.198355847e-16
5155.277602,4.286910521e-16,4.286910521e-16
5152.240657,4.125891861e-16,4.125891861e-16
5149.204261,3.951237333e-16,3.951237333e-16
5146.168416,4.049432022e-16,4.049432022e-16
5143.133121,4.176103569e-16,4.176103569e-16
5140.098379,4.318960453e-16,4.318960453e-16
5137.064191,4.171543943e-16,4.171543943e-16
5134.030557,4.340387041e-16,4.340387041e-16
5130.99748,4.137059865e-16,4.137059865e-16
5127.964959,4.088509224e-16,4.088509224e-16
5124.932996,4.196947141e-16,4.196947141e-16
5121.901593,3.986686017e-16,3.986686017e-16
5118.870751,3.913326057e-16,3.913326057e-16
5115.84047,3.700104268e-16,3.700104268e-16
5112.810752,3.748304427e-16,3.748304427e-16
5109.781598,4.142968526e-16,4.142968526e-16
5106.753009,4.239529997e-16,4.239529997e-16
5103.724986,4.018833541e-16,4.018833541e-16
5100.697532,3.885501714e-16,3.885501714e-16
5097.670646,4.26916092e-16,4.26916092e-16
5094.64433,4.020338393e-16,4.020338393e-16
5091.618585,4.012345767e-16,4.012345767e-16
5088.593413,3.805596911e-16,3.805596911e-16
5085.568814,3.922423745e-16,3.922423745e-16
5082.54479,3.685193318e-16,3.685193318e-16
5079.521342,3.953448271e-16,3.953448271e-16
5076.498471,3.796148537e-16,3.796148537e-16
5073.476178,3.800696568e-16,3.800696568e-16
5070.454465,3.647739336e-16,3.647739336e-16
5067.433333,3.866825636e-16,3.866825636e-16
5064.412783,3.85595892e-16,3.85595892e-16
5061.392816,3.921363865e-16,3.921363865e-16
5058.373433,3.715750377e-16,3.715750377e-16
5055.354636,3.723219543e-16,3.723219543e-16
5052.336426,3.497837217e-16,3.497837217e-16
5049.318804,3.513614613e-16,3.513614613e-16
5046.301772,3.660397021e-16,3.660397021e-16
5043.28533,3.591704749e-16,3.591704749e-16
5040.269479,3.540167259e-16,3.540167259e-16
5037.254222,3.501075566e-16,3.501075566e-16
5034.239559,3.330651379e-16,3.330651379e-16
5031.225491,3.443880388e-16,3.443880388e-16
5028.21202,3.683011406e-16,3.683011406e-16
5025.199148,3.578705364e-16,3.578705364e-16
5022.186874,3.480058654e-16,3.480058654e-16
5019.175201,3.454783528e-16,3.454783528e-16
5016.164129,3.467157012e-16,3.467157012e-16
5013.15366,3.569825537e-16,3.569825537e-16
5010.143796,3.661365724e-16,3.661365724e-16
5007.134537,3.889709784e-16,3.889709784e-16
5004.125885,3.573695269e-16,3.573695269e-16
5001.117841,3.810288625e-16,3.810288625e-16
4998.110406,3.958536882e-16,3.958536882e-16
4995.103582,3.662755468e-16,3.662755468e-16
4992.097369,3.864751165e-16,3.864751165e-16
4989.091769,3.990776896e-16,3.990776896e-16
4986.086784,4.083643782e-16,4.083643782e-16
4983.082414,4.114231943e-16,4.114231943e-16
4980.078662,4.191518254e-16,4.191518254e-16
4977.075527,4.312994372e-16,4.312994372e-16
4974.073012,4.324855984e-16,4.324855984e-16
4971.071117,4.40428364e-16,4.40428364e-16
4968.069845,4.217821903e-16,4.217821903e-16
4965.069196,4.552586968e-16,4.552586968e-16
4962.069171,4.422100464e-16,4.422100464e-16
4959.069772,4.586271598e-16,4.586271598e-16
4956.071001,4.569724554e-16,4.569724554e-16
4953.072858,4.699284093e-16,4.699284093e-16
4950.075345,4.543878278e-16,4.543878278e-16
4947.078462,4.803212938e-16,4.803212938e-16
4944.082213,4.681915953e-16,4.681915953e-16
4941.086596,4.763973341e-16,4.763973341e-16
4938.091615,4.981400648e-16,4.981400648e-16
4935.097271,4.909744732e-16,4.909744732e-16
4932.103563,4.815643345e-16,4.815643345e-16
4929.110495,4.51483882e-16,4.51483882e-16
4926.118067,4.783658897e-16,4.783658897e-16
4923.126281,4.751644576e-16,4.751644576e-16
4920.135137,4.925159851e-16,4.925159851e-16
